#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 11 12 16 50  MM   MM   MM    MM    MM    MM  MM 1017.5  26.2    MM  22.1   MM -0.4    MM
2017 11 12 15 50  MM   MM   MM    MM    MM    MM  MM 1018.2  25.6    MM  22.2   MM +0.6    MM
2017 11 12 14 50  MM   MM   MM    MM    MM    MM  MM 1018.4  25.4    MM  22.0   MM +1.1    MM
2017 11 12 13 50  MM   MM   MM    MM    MM    MM  MM 1017.9  25.3    MM  22.1   MM +1.2    MM
2017 11 12 12 50  MM   MM   MM    MM    MM    MM  MM 1017.6  24.8    MM  22.0   MM +1.1    MM
2017 11 12 11 50  MM   MM   MM    MM    MM    MM  MM 1017.3  25.0    MM  21.8   MM +1.0    MM
2017 11 12 10 50  MM   MM   MM    MM    MM    MM  MM 1016.7  24.9    MM  21.4   MM +0.3    MM
2017 11 12 09 50  MM   MM   MM    MM    MM    MM  MM 1016.5  24.9    MM  21.3   MM +0.0    MM
2017 11 12 08 50  MM   MM   MM    MM    MM    MM  MM 1016.3  25.1    MM  21.3   MM -0.7    MM
2017 11 12 07 50  MM   MM   MM    MM    MM    MM  MM 1016.4  25.0    MM  21.3   MM -1.1    MM
2017 11 12 06 50  MM   MM   MM    MM    MM    MM  MM 1016.6  25.3    MM  20.9   MM -1.2    MM
2017 11 12 05 50  MM   MM   MM    MM    MM    MM  MM 1017.0  25.1    MM  21.1   MM -1.0    MM
2017 11 12 04 50  MM   MM   MM    MM    MM    MM  MM 1017.5  25.2    MM  20.9   MM -0.4    MM
2017 11 12 03 50  MM   MM   MM    MM    MM    MM  MM 1017.8  25.4    MM  20.8   MM +0.3    MM
2017 11 12 02 50  MM   MM   MM    MM    MM    MM  MM 1018.0  25.5    MM  20.3   MM +1.2    MM
2017 11 12 01 50  MM   MM   MM    MM    MM    MM  MM 1017.9  25.6    MM  20.1   MM +1.4    MM
2017 11 12 00 50  MM   MM   MM    MM    MM    MM  MM 1017.5  25.9    MM  20.3   MM +1.0    MM
2017 11 11 23 50  MM   MM   MM    MM    MM    MM  MM 1016.8  25.9    MM  20.0   MM +0.6    MM
2017 11 11 22 50  MM   MM   MM    MM    MM    MM  MM 1016.5  26.2    MM  19.9   MM +0.4    MM
2017 11 11 21 50  MM   MM   MM    MM    MM    MM  MM 1016.5  26.3    MM  20.3   MM +0.3    MM
2017 11 11 20 50  MM   MM   MM    MM    MM    MM  MM 1016.2  26.3    MM  20.0   MM -0.7    MM
2017 11 11 19 50  MM   MM   MM    MM    MM    MM  MM 1016.1  26.3    MM  20.0   MM -1.5    MM
2017 11 11 18 50  MM   MM   MM    MM    MM    MM  MM 1016.2  26.0    MM  20.6   MM -2.1    MM
2017 11 11 17 50  MM   MM   MM    MM    MM    MM  MM 1016.9  26.0    MM  20.6   MM -1.7    MM
2017 11 11 16 50  MM   MM   MM    MM    MM    MM  MM 1017.6  25.9    MM  20.9   MM -0.4    MM
2017 11 11 15 50  MM   MM   MM    MM    MM    MM  MM 1018.3  25.6    MM  21.1   MM +0.8    MM
2017 11 11 14 50  MM   MM   MM    MM    MM    MM  MM 1018.6  24.7    MM  21.4   MM +1.7    MM
2017 11 11 13 50  MM   MM   MM    MM    MM    MM  MM 1018.0  24.7    MM  21.5   MM +1.7    MM
2017 11 11 12 50  MM   MM   MM    MM    MM    MM  MM 1017.5  24.5    MM  21.2   MM +1.6    MM
2017 11 11 11 50  MM   MM   MM    MM    MM    MM  MM 1016.9  24.6    MM  21.2   MM +1.1    MM
2017 11 11 10 50  MM   MM   MM    MM    MM    MM  MM 1016.3  24.5    MM  21.5   MM +0.7    MM
2017 11 11 09 50  MM   MM   MM    MM    MM    MM  MM 1015.9  24.5    MM  21.3   MM -0.0    MM
2017 11 11 08 50  MM   MM   MM    MM    MM    MM  MM 1015.8  24.5    MM  21.3   MM -0.5    MM
2017 11 11 07 50  MM   MM   MM    MM    MM    MM  MM 1015.6  24.4    MM  21.4   MM -1.1    MM
2017 11 11 06 50  MM   MM   MM    MM    MM    MM  MM 1015.9  24.5    MM  21.5   MM -1.2    MM
2017 11 11 05 50  MM   MM   MM    MM    MM    MM  MM 1016.3  25.3    MM  21.1   MM -0.8    MM
2017 11 11 04 50  MM   MM   MM    MM    MM    MM  MM 1016.7  25.4    MM  21.2   MM +0.0    MM
2017 11 11 03 50  MM   MM   MM    MM    MM    MM  MM 1017.1  25.7    MM  21.1   MM +0.8    MM
2017 11 11 02 50  MM   MM   MM    MM    MM    MM  MM 1017.1  26.0    MM  21.0   MM +1.2    MM
2017 11 11 01 50  MM   MM   MM    MM    MM    MM  MM 1016.8  26.2    MM  21.0   MM +1.4    MM
2017 11 11 00 50  MM   MM   MM    MM    MM    MM  MM 1016.3  26.3    MM  21.2   MM +1.8    MM
2017 11 10 23 50  MM   MM   MM    MM    MM    MM  MM 1015.9  26.3    MM  21.6   MM +1.6    MM
2017 11 10 22 50  MM   MM   MM    MM    MM    MM  MM 1015.4  26.3    MM  21.3   MM +1.1    MM
2017 11 10 21 50  MM   MM   MM    MM    MM    MM  MM 1014.5  26.3    MM  20.9   MM +0.0    MM
2017 11 10 20 50  MM   MM   MM    MM    MM    MM  MM 1014.3  26.3    MM  21.0   MM -0.5    MM
2017 11 10 19 50  MM   MM   MM    MM    MM    MM  MM 1014.3  26.2    MM  21.7   MM -1.3    MM
2017 11 10 18 50  MM   MM   MM    MM    MM    MM  MM 1014.4  26.2    MM  21.5   MM -1.9    MM
2017 11 10 17 50  MM   MM   MM    MM    MM    MM  MM 1014.8  26.2    MM  21.9   MM -1.4    MM
2017 11 10 16 50  MM   MM   MM    MM    MM    MM  MM 1015.6  25.8    MM  21.9   MM +0.0    MM
2017 11 10 15 50  MM   MM   MM    MM    MM    MM  MM 1016.3  25.6    MM  21.8   MM +0.9    MM
2017 11 10 14 50  MM   MM   MM    MM    MM    MM  MM 1016.2  25.6    MM  21.8   MM +1.1    MM
2017 11 10 13 50  MM   MM   MM    MM    MM    MM  MM 1015.7  25.4    MM  22.0   MM +1.0    MM
2017 11 10 12 50  MM   MM   MM    MM    MM    MM  MM 1015.4  25.2    MM  22.0   MM +1.0    MM
2017 11 10 11 50  MM   MM   MM    MM    MM    MM  MM 1015.1  25.3    MM  22.2   MM +1.1    MM
2017 11 10 10 50  MM   MM   MM    MM    MM    MM  MM 1014.7  25.4    MM  22.0   MM +0.6    MM
2017 11 10 09 50  MM   MM   MM    MM    MM    MM  MM 1014.4  25.1    MM  22.1   MM -0.0    MM
2017 11 10 08 50  MM   MM   MM    MM    MM    MM  MM 1014.0  25.0    MM  22.0   MM -0.6    MM
2017 11 10 07 50  MM   MM   MM    MM    MM    MM  MM 1014.1  25.0    MM  21.7   MM -1.2    MM
2017 11 10 06 50  MM   MM   MM    MM    MM    MM  MM 1014.6  25.0    MM  22.1   MM -0.9    MM
2017 11 10 05 50  MM   MM   MM    MM    MM    MM  MM 1014.6  25.0    MM  22.0   MM -0.9    MM
2017 11 10 04 50  MM   MM   MM    MM    MM    MM  MM 1015.3  25.2    MM  21.8   MM +0.0    MM
2017 11 10 03 50  MM   MM   MM    MM    MM    MM  MM 1015.5  25.2    MM  22.4   MM +0.7    MM
2017 11 10 02 50  MM   MM   MM    MM    MM    MM  MM 1015.5  25.6    MM  22.7   MM +1.0    MM
2017 11 10 01 50  MM   MM   MM    MM    MM    MM  MM 1015.2  25.5    MM  22.5   MM +1.0    MM
2017 11 10 00 50  MM   MM   MM    MM    MM    MM  MM 1014.8  25.6    MM  22.4   MM +0.8    MM
2017 11 09 23 50  MM   MM   MM    MM    MM    MM  MM 1014.5  25.8    MM  22.3   MM +0.7    MM
2017 11 09 22 50  MM   MM   MM    MM    MM    MM  MM 1014.2  26.2    MM  22.1   MM +0.3    MM
2017 11 09 21 50  MM   MM   MM    MM    MM    MM  MM 1014.0  26.3    MM  21.5   MM +0.0    MM
2017 11 09 20 50  MM   MM   MM    MM    MM    MM  MM 1013.8  26.2    MM  21.2   MM -0.7    MM
2017 11 09 19 50  MM   MM   MM    MM    MM    MM  MM 1013.9  26.1    MM  21.7   MM -1.2    MM
2017 11 09 18 50  MM   MM   MM    MM    MM    MM  MM 1014.0  26.0    MM  21.4   MM -1.8    MM
2017 11 09 17 50  MM   MM   MM    MM    MM    MM  MM 1014.5  25.9    MM  21.6   MM -1.4    MM
2017 11 09 16 50  MM   MM   MM    MM    MM    MM  MM 1015.1  25.8    MM  21.7   MM -1.0    MM
2017 11 09 15 50  MM   MM   MM    MM    MM    MM  MM 1015.8  25.5    MM  22.1   MM +0.0    MM
2017 11 09 14 50  MM   MM   MM    MM    MM    MM  MM 1015.9  25.3    MM  22.2   MM +0.8    MM
2017 11 09 13 50  MM   MM   MM    MM    MM    MM  MM 1016.1  25.1    MM  22.1   MM +1.4    MM
2017 11 09 12 50  MM   MM   MM    MM    MM    MM  MM 1015.8  24.9    MM  22.0   MM +1.4    MM
2017 11 09 11 50  MM   MM   MM    MM    MM    MM  MM 1015.1  24.7    MM  21.9   MM +0.9    MM
2017 11 09 10 50  MM   MM   MM    MM    MM    MM  MM 1014.7  24.6    MM  21.8   MM +0.3    MM
2017 11 09 09 50  MM   MM   MM    MM    MM    MM  MM 1014.4  25.0    MM  21.8   MM -0.4    MM
2017 11 09 08 50  MM   MM   MM    MM    MM    MM  MM 1014.2  25.0    MM  21.8   MM -1.1    MM
2017 11 09 07 50  MM   MM   MM    MM    MM    MM  MM 1014.4  25.0    MM  21.8   MM -1.4    MM
2017 11 09 06 50  MM   MM   MM    MM    MM    MM  MM 1014.8  25.2    MM  21.8   MM -1.1    MM
2017 11 09 05 50  MM   MM   MM    MM    MM    MM  MM 1015.3  25.3    MM  21.7   MM -0.6    MM
2017 11 09 04 50  MM   MM   MM    MM    MM    MM  MM 1015.8  25.3    MM  22.1   MM +0.0    MM
2017 11 09 03 50  MM   MM   MM    MM    MM    MM  MM 1015.9  25.3    MM  22.1   MM +0.8    MM
2017 11 09 02 50  MM   MM   MM    MM    MM    MM  MM 1015.9  25.2    MM  21.6   MM +1.3    MM
2017 11 09 01 50  MM   MM   MM    MM    MM    MM  MM 1015.7  25.1    MM  21.7   MM +1.6    MM
2017 11 09 00 50  MM   MM   MM    MM    MM    MM  MM 1015.1  25.1    MM  21.6   MM +1.1    MM
2017 11 08 23 50  MM   MM   MM    MM    MM    MM  MM 1014.6  25.0    MM  21.0   MM +0.6    MM
2017 11 08 22 50  MM   MM   MM    MM    MM    MM  MM 1014.1  24.9    MM  21.0   MM -0.3    MM
2017 11 08 21 50  MM   MM   MM    MM    MM    MM  MM 1014.0  24.8    MM  21.3   MM -0.8    MM
2017 11 08 20 50  MM   MM   MM    MM    MM    MM  MM 1014.0  25.0    MM  21.6   MM -1.5    MM
2017 11 08 19 50  MM   MM   MM    MM    MM    MM  MM 1014.4  24.7    MM  21.1   MM -1.9    MM
2017 11 08 18 50  MM   MM   MM    MM    MM    MM  MM 1014.8  24.7    MM  21.2   MM -1.7    MM
2017 11 08 17 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.7    MM  21.1   MM -1.5    MM
2017 11 08 16 50  MM   MM   MM    MM    MM    MM  MM 1016.3  25.2    MM  20.6   MM -0.4    MM
2017 11 08 15 50  MM   MM   MM    MM    MM    MM  MM 1016.5  25.0    MM  20.3   MM +0.0    MM
2017 11 08 14 50  MM   MM   MM    MM    MM    MM  MM 1017.0  24.9    MM  20.5   MM +0.8    MM
2017 11 08 13 50  MM   MM   MM    MM    MM    MM  MM 1016.7  24.8    MM  20.3   MM +1.0    MM
2017 11 08 12 50  MM   MM   MM    MM    MM    MM  MM 1016.5  24.6    MM  20.5   MM +1.0    MM
2017 11 08 11 50  MM   MM   MM    MM    MM    MM  MM 1016.2  24.3    MM  20.8   MM +0.7    MM
2017 11 08 10 50  MM   MM   MM    MM    MM    MM  MM 1015.7  24.3    MM  21.0   MM +0.5    MM
2017 11 08 09 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.4    MM  20.9   MM +0.4    MM
2017 11 08 08 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.6    MM  20.5   MM -0.0    MM
2017 11 08 07 50  MM   MM   MM    MM    MM    MM  MM 1015.2  24.5    MM  21.2   MM -0.8    MM
2017 11 08 06 50  MM   MM   MM    MM    MM    MM  MM 1015.1  24.5    MM  21.6   MM -1.6    MM
2017 11 08 05 50  MM   MM   MM    MM    MM    MM  MM 1015.5  24.7    MM  21.4   MM -1.5    MM
2017 11 08 04 50  MM   MM   MM    MM    MM    MM  MM 1016.0  24.8    MM  21.3   MM -0.9    MM
2017 11 08 03 50  MM   MM   MM    MM    MM    MM  MM 1016.7  24.8    MM  21.4   MM +0.0    MM
2017 11 08 02 50  MM   MM   MM    MM    MM    MM  MM 1017.0  24.7    MM  21.4   MM +1.2    MM
2017 11 08 01 50  MM   MM   MM    MM    MM    MM  MM 1016.9  25.0    MM  21.0   MM +1.3    MM
2017 11 08 00 50  MM   MM   MM    MM    MM    MM  MM 1016.5  25.0    MM  20.8   MM +1.1    MM
2017 11 07 23 50  MM   MM   MM    MM    MM    MM  MM 1015.8  24.9    MM  20.8   MM +0.6    MM
2017 11 07 22 50  MM   MM   MM    MM    MM    MM  MM 1015.6  24.7    MM  20.4   MM +0.0    MM
2017 11 07 21 50  MM   MM   MM    MM    MM    MM  MM 1015.4  24.7    MM  20.8   MM -0.6    MM
2017 11 07 20 50  MM   MM   MM    MM    MM    MM  MM 1015.2  24.6    MM  20.9   MM -1.6    MM
2017 11 07 19 50  MM   MM   MM    MM    MM    MM  MM 1015.4  24.6    MM  20.7   MM -2.3    MM
2017 11 07 18 50  MM   MM   MM    MM    MM    MM  MM 1016.0  24.7    MM  20.9   MM -2.3    MM
2017 11 07 17 50  MM   MM   MM    MM    MM    MM  MM 1016.8  24.9    MM  20.9   MM -1.7    MM
2017 11 07 16 50  MM   MM   MM    MM    MM    MM  MM 1017.7  24.7    MM  21.0   MM -0.5    MM
2017 11 07 15 50  MM   MM   MM    MM    MM    MM  MM 1018.3  24.9    MM  20.4   MM +0.5    MM
2017 11 07 14 50  MM   MM   MM    MM    MM    MM  MM 1018.5  24.9    MM  20.2   MM +1.1    MM
2017 11 07 13 50  MM   MM   MM    MM    MM    MM  MM 1018.2  24.7    MM  20.2   MM +1.2    MM
2017 11 07 12 50  MM   MM   MM    MM    MM    MM  MM 1017.8  24.6    MM  20.0   MM +1.1    MM
2017 11 07 11 50  MM   MM   MM    MM    MM    MM  MM 1017.4  24.3    MM  20.2   MM +0.8    MM
2017 11 07 10 50  MM   MM   MM    MM    MM    MM  MM 1017.0  24.3    MM  20.6   MM +0.3    MM
2017 11 07 09 50  MM   MM   MM    MM    MM    MM  MM 1016.7  24.1    MM  21.3   MM -0.4    MM
2017 11 07 08 50  MM   MM   MM    MM    MM    MM  MM 1016.6  24.1    MM  21.4   MM -0.6    MM
2017 11 07 07 50  MM   MM   MM    MM    MM    MM  MM 1016.7  24.2    MM  21.2   MM -1.1    MM
2017 11 07 06 50  MM   MM   MM    MM    MM    MM  MM 1017.1  24.5    MM  20.9   MM -1.2    MM
2017 11 07 05 50  MM   MM   MM    MM    MM    MM  MM 1017.2  24.4    MM  21.0   MM -1.0    MM
2017 11 07 04 50  MM   MM   MM    MM    MM    MM  MM 1017.8  24.4    MM  20.8   MM +0.0    MM
2017 11 07 03 50  MM   MM   MM    MM    MM    MM  MM 1018.3  24.5    MM  20.8   MM +0.9    MM
2017 11 07 02 50  MM   MM   MM    MM    MM    MM  MM 1018.2  24.5    MM  20.7   MM +1.2    MM
2017 11 07 01 50  MM   MM   MM    MM    MM    MM  MM 1017.9  24.4    MM  21.0   MM +1.3    MM
2017 11 07 00 50  MM   MM   MM    MM    MM    MM  MM 1017.4  24.4    MM  20.8   MM +1.2    MM
2017 11 06 23 50  MM   MM   MM    MM    MM    MM  MM 1017.0  24.4    MM  20.7   MM +0.7    MM
2017 11 06 22 50  MM   MM   MM    MM    MM    MM  MM 1016.6  24.5    MM  20.7   MM -0.0    MM
2017 11 06 21 50  MM   MM   MM    MM    MM    MM  MM 1016.2  24.6    MM  20.6   MM -1.0    MM
2017 11 06 20 50  MM   MM   MM    MM    MM    MM  MM 1016.3  24.4    MM  20.7   MM -1.7    MM
2017 11 06 19 50  MM   MM   MM    MM    MM    MM  MM 1016.5  24.3    MM  20.8   MM -2.2    MM
2017 11 06 18 50  MM   MM   MM    MM    MM    MM  MM 1017.2  24.3    MM  20.9   MM -1.8    MM
2017 11 06 17 50  MM   MM   MM    MM    MM    MM  MM 1018.0  24.4    MM  21.0   MM -1.0    MM
2017 11 06 16 50  MM   MM   MM    MM    MM    MM  MM 1018.7  24.3    MM  21.2   MM +0.0    MM
2017 11 06 15 50  MM   MM   MM    MM    MM    MM  MM 1019.0  24.2    MM  21.2   MM +0.9    MM
2017 11 06 14 50  MM   MM   MM    MM    MM    MM  MM 1019.0  24.1    MM  21.2   MM +1.5    MM
2017 11 06 13 50  MM   MM   MM    MM    MM    MM  MM 1018.5  24.2    MM  21.1   MM +1.5    MM
2017 11 06 12 50  MM   MM   MM    MM    MM    MM  MM 1018.1  24.1    MM  20.9   MM +1.5    MM
2017 11 06 11 50  MM   MM   MM    MM    MM    MM  MM 1017.5  23.9    MM  20.7   MM +1.0    MM
2017 11 06 10 50  MM   MM   MM    MM    MM    MM  MM 1017.0  23.9    MM  20.7   MM +0.6    MM
2017 11 06 09 50  MM   MM   MM    MM    MM    MM  MM 1016.6  24.0    MM  20.6   MM -0.0    MM
2017 11 06 08 50  MM   MM   MM    MM    MM    MM  MM 1016.5  24.0    MM  20.4   MM -0.8    MM
2017 11 06 07 50  MM   MM   MM    MM    MM    MM  MM 1016.4  24.1    MM  20.2   MM -1.3    MM
2017 11 06 06 50  MM   MM   MM    MM    MM    MM  MM 1016.8  24.1    MM  19.6   MM -1.3    MM
2017 11 06 05 50  MM   MM   MM    MM    MM    MM  MM 1017.3  24.2    MM  19.9   MM -0.8    MM
2017 11 06 04 50  MM   MM   MM    MM    MM    MM  MM 1017.7  24.2    MM  20.2   MM +0.0    MM
2017 11 06 03 50  MM   MM   MM    MM    MM    MM  MM 1018.1  24.2    MM  20.1   MM +0.6    MM
2017 11 06 02 50  MM   MM   MM    MM    MM    MM  MM 1018.1  24.1    MM  20.0   MM +1.2    MM
2017 11 06 01 50  MM   MM   MM    MM    MM    MM  MM 1017.8  24.2    MM  19.7   MM +1.4    MM
2017 11 06 00 50  MM   MM   MM    MM    MM    MM  MM 1017.5  24.1    MM  19.6   MM +1.2    MM
